headline,date,doc_type,material_type,section,keywords,word_count
‘The Bus Left Us’: Family Caught in Immigration Battle Reaches New York,2022-09-22,multimedia,Video,U.S.,"['Immigration and Emigration', 'Asylum, Right of', 'Politics and Government', 'United States Politics and Government']",0
They Wanted Good Light and a Dog Park. But the Front Door Could Not Face South. ,2022-09-22,multimedia,Interactive Feature,Real Estate,"['Real Estate and Housing (Residential)', 'Content Type: Personal Profile']",0
Little Amal,2022-09-22,article,News,The Learning Network,[],153
Should All High School Students Have Part-Time Jobs?,2022-09-22,article,News,The Learning Network,[],638
Celeste Ng’s Dystopia Is Uncomfortably Close to Reality,2022-09-22,article,Review,Books,['Books and Literature'],1029
"I Have Worked, Played and Loved in Other Countries Because I Can’t at Home",2022-09-22,article,Op-Ed,Opinion,"['Homosexuality and Bisexuality', 'Transgender and Transsexuals', 'Discrimination', 'Christians and Christianity']",1048
"Moderate Republicans No Longer Have a Home, and It Started With My Defeat",2022-09-22,article,Op-Ed,Opinion,"['Conservatism (US Politics)', 'Right-Wing Extremism and Alt-Right', 'States (US)', 'United States Politics and Government']",1494
Into the Wilds of Quebec in an Electric Car,2022-09-22,article,News,Business Day,"['Electric and Hybrid Vehicles', 'Automobile Service and Charging Stations', 'Moose']",1335
The Classic American Novel That Andrew Sean Greer Detests,2022-09-22,article,News,Books,"['Books and Literature', 'Writing and Writers', 'Content Type: Personal Profile']",1171
Roxanne Lowit Knew That People Make the Party,2022-09-22,article,News,Fashion & Style,"['Photography', 'Fashion and Apparel']",1721
The Republic,2022-09-22,article,News,Podcasts,"['Elections', 'Primaries and Caucuses', 'Midterm Elections (2022)']",185
"Marry Now, Pay Later: New Services Put Weddings on Installment",2022-09-22,article,News,Style,"['Weddings and Engagements', 'Finances', 'Personal Finances', 'Budgets and Budgeting', 'Content Type: Service']",1180
Deanna Raybourn Puts Power in the Hands of Older Women,2022-09-22,article,News,Books,"['Books and Literature', 'genre-books-thriller', 'Content Type: Personal Profile', 'Age, Chronological', 'Women and Girls']",452
Thrifty Strategies for Senior Travelers,2022-09-22,article,News,Travel,"['Budget Travel', 'Content Type: Service', 'Age, Chronological', 'Elderly']",1673
"In India, Debunking Fake News and Running Into the Authorities",2022-09-22,article,News,World,"['Rumors and Misinformation', 'News and News Media', 'Social Media', 'Hate Speech']",1285
Is the Hyperloop Doomed?,2022-09-22,article,News,Business Day,"['Hyperloop (Transportation)', 'Innovation', 'Infrastructure (Public Works)', 'Freight (Cargo)']",1508
How to Beat High Mortgage Interest Rates,2022-09-22,article,News,Real Estate,"['Real Estate and Housing (Residential)', 'Mortgages', 'Interest Rates']",327
The Inside Joke That Became Trump’s Big Lie,2022-09-22,article,Op-Ed,Opinion,"['Presidential Election of 2020', 'Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government', 'Lying', 'Rumors and Misinformation', 'Voter Fraud (Election Fraud)']",2532
"Trump Support Remains Unmoved by Investigations, Poll Finds",2022-09-22,article,News,The Upshot,"['Polls and Public Opinion', 'Midterm Elections (2022)', 'Presidential Election of 2024', 'Presidential Election of 2020', 'United States Politics and Government']",735
3-K for All? Adams Retreats From Expanding N.Y.C. Preschool Program.,2022-09-22,article,News,New York,"['Education (Pre-School)', 'Child Care', 'Mayors', 'Politics and Government']",1433
Why Omicron Might Stick Around,2022-09-22,article,News,Science,"['Coronavirus Omicron Variant', 'Research', 'Coronavirus (2019-nCoV)', 'Evolution (Biology)', 'Biology and Biochemistry', 'Viruses', 'your-feed-science']",1276
Bad News From the Fed? We’ve Been Here Before.,2022-09-22,article,News,Business Day,"['Banking and Financial Institutions', 'Interest Rates', 'Government Bonds', 'Stocks and Bonds', 'United States Economy', 'Recession and Depression', ""Standard & Poor's 500-Stock Index"", 'Inflation (Economics)', 'Labor and Jobs', 'Nineteen Hundred Eighties']",1763
How Many Ants Are There on Earth? You’re Going to Need More Zeros.,2022-09-22,article,News,Science,"['Ants', 'Census', 'Research', 'your-feed-science', 'your-feed-animals']",679
"Guns, Gorillas and Netflix: A Belgian Prince in Congo",2022-09-22,article,News,Style,"['Animals', 'Wildlife Trade and Poaching', 'Colonization', 'Monkeys and Apes']",2823
A Girl Survived a Suicide Bombing in Afghanistan. Then She Vanished in Texas.,2022-09-22,article,News,U.S.,"['Missing Persons', 'Children and Childhood', 'AFGHAN-AMERICANS', 'Immigration and Emigration']",1583
The 25 Most Influential Postwar Women’s Wear Collections,2022-09-22,article,News,T Magazine,['Fashion and Apparel'],9315
Putin confidant Viktor Medvedchuk is the most prominent captive released in a prisoner swap.,2022-09-22,article,News,World,"['Prisoners of War', 'Russian Invasion of Ukraine (2022)', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Treason and Sedition']",505
Wildfire Smoke Is Erasing Progress on Clean Air,2022-09-22,multimedia,Interactive Feature,Climate,"['Wildfires', 'Air Pollution']",0
Putin’s Escalation of the War in Ukraine,2022-09-22,article,News,Podcasts,"['War and Armed Conflicts', 'Nuclear Weapons', 'United States International Relations', 'Russian Invasion of Ukraine (2022)', 'Speeches and Statements', 'Defense and Military Forces', 'International Relations', 'audio-neutral-informative']",319
"Europe’s Shrinking Waterways Reveal Treasures, and Experts Are Worried",2022-09-22,article,News,World,"['Heat and Heat Waves', 'Drought', 'Global Warming', 'Rivers', 'Water', 'Reservoirs']",839
Bad to Worse for Russia,2022-09-22,article,briefing,Briefing,"['War and Armed Conflicts', 'Defense and Military Forces', 'United States International Relations']",1642
‘Catherine Called Birdy’ Review: Ye Olde Lady Bird,2022-09-22,article,Review,Movies,['Movies'],438
"‘Railway Children’ Review: A Nostalgia Trip, With Lessons",2022-09-22,article,Review,Movies,['Movies'],281
‘Carmen’ Review: You Will Live in Bliss,2022-09-22,article,Review,Movies,['Movies'],317
‘Nothing Compares’ Review: Sinead O’Connor’s Rise and Fall,2022-09-22,article,Review,Movies,"['Documentary Films and Programs', 'Pop and Rock Music', 'Content Type: Personal Profile']",347
"Gio Ponti’s Surrealist Playground, Revisited",2022-09-22,article,News,T Magazine,"['Design', 'Interior Design and Furnishings']",1122
"Andy Byford, Ex-M.T.A. Leader, Steps Down as London Transport Commissioner",2022-09-22,article,News,World,['Transit Systems'],407
Bank of England Raises Rates Another Half a Point at an Uncertain Time,2022-09-22,article,News,Business Day,"['Economic Conditions and Trends', 'Interest Rates', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Banking and Financial Institutions', 'Politics and Government', 'Recession and Depression']",1333
"After a Big Rate Increase, Markets Fear a Recession",2022-09-22,article,News,Business Day,[],1803
‘They Are Watching’: Inside Russia’s Vast Surveillance State,2022-09-22,multimedia,Interactive Feature,Technology,"['Politics and Government', 'Surveillance of Citizens by Government', 'Censorship', 'News and News Media', 'Computers and the Internet', 'Regulation and Deregulation of Industry', 'Russian Invasion of Ukraine (2022)']",0
"On the Runway, Money Is the New Sex",2022-09-22,article,News,T Magazine,['Fashion and Apparel'],883
Japan Intervenes to Prop Up the Sliding Yen,2022-09-22,article,News,Business Day,['Economic Conditions and Trends'],581
‘Invisible Demons’ Review: Capturing an Air Quality Crisis,2022-09-22,article,Review,Movies,"['Documentary Films and Programs', 'Pollution', 'Hazardous and Toxic Substances']",258
Why Fog Is So Vital to Life in California,2022-09-22,article,briefing,U.S.,[],1706
Making a Meal of the Philadelphia Fringe Festival,2022-09-22,article,News,Theater,['Theater'],1116
Zach Bryan Is Music’s Most Reluctant New Star,2022-09-22,article,News,Arts,"['Content Type: Personal Profile', 'Country Music']",2067
A Baltimore Hotel With Four-Poster Beds and Flamingos Aplenty,2022-09-22,article,News,T Magazine,"['Hotels and Travel Lodgings', 'Art', 'Music']",1307
A Renaissance for the Italian Rainbow Cookie,2022-09-22,article,News,T Magazine,"['Cooking and Cookbooks', 'Furniture', 'Bakeries and Baked Products', 'Cookies', 'Fashion and Apparel']",424
On the Market in the New York Region,2022-09-22,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],0
Homes for Sale in New York and New Jersey,2022-09-22,article,News,Real Estate,['Real Estate and Housing (Residential)'],160
On the Market in New York City,2022-09-22,multimedia,Slideshow,Real Estate,['Real Estate and Housing (Residential)'],0
Homes for Sale in the Bronx and Manhattan,2022-09-22,article,News,Real Estate,['Real Estate and Housing (Residential)'],227
"Some men flee Russia, fearing they could be called up to fight.",2022-09-22,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Conscientious Objectors', 'War and Armed Conflicts', 'Draft and Recruitment (Military)']",239
"4-Day Workweek Brings No Loss of Productivity, Companies in Experiment Say",2022-09-22,article,News,Business Day,"['Labor and Jobs', 'Productivity', 'Working Hours', 'Paid Time Off', 'Workplace Environment', 'Research', 'Corporations']",784
From Prison to the Art Gallery,2022-09-22,article,News,Arts,"['Art', 'Ex-Convicts']",1950
A Star-Studded Goodbye to All That,2022-09-22,article,News,Style,['Books and Literature'],1397
"Season Two, Episode 1: Dustwun",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Podcasts', 'Desertion (Military)', 'Prisoners of War']",384
"Season Two, Episode 2: The Golden Chicken",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Podcasts']",365
"Season Two, Episode 3: Escaping",2022-09-22,article,News,Podcasts,"['Podcasts', 'Afghanistan War (2001- )', 'Prisoners of War']",375
"Season Two, Episode 4: The Captors",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Podcasts', 'Prisoners of War']",409
"Season Two, Episode 5: Meanwhile, in Tampa",2022-09-22,article,News,Podcasts,[],381
"Season Two, Episode 6: Five O’Clock Shadow",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Prisoners of War', 'Podcasts']",388
"Season Two, Episode 7: Hindsight, Part 1",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Prisoners of War', 'Podcasts']",398
"Season Two, Episode 8: Hindsight Revisited",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Podcasts', 'Prisoners of War']",390
"Season Two, Episode 9: Trade Secrets",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Prisoners of War', 'Podcasts']",387
"Season Two, Episode 10: Thorny Politics",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Prisoners of War']",383
"Season Two, Episode 11: Present for Duty",2022-09-22,article,News,Podcasts,"['Afghanistan War (2001- )', 'Podcasts', 'Prisoners of War']",432
"Season Three, Episode 1: A Bar Fight Walks Into a Justice Center",2022-09-22,article,News,Podcasts,"['Podcasts', 'Criminal Justice', 'Courts and the Judiciary']",229
"Season Three, Episode 2: You’ve Got Some Gauls",2022-09-22,article,News,Podcasts,"['Criminal Justice', 'Courts and the Judiciary']",234
"Season Three, Episode 3: Misdemeanor, Meet Mr. Lawsuit",2022-09-22,article,News,Podcasts,"['Criminal Justice', 'Podcasts', 'Courts and the Judiciary']",233
"Season Three, Episode 4: A Bird in Jail Is Worth Two on the Street",2022-09-22,article,News,Podcasts,"['Criminal Justice', 'Courts and the Judiciary', 'Murders, Attempted Murders and Homicides']",234
"Season Three, Episode 5: Pleas, Baby Pleas",2022-09-22,article,News,Podcasts,"['Criminal Justice', 'Podcasts', 'Courts and the Judiciary']",234
"Season Three, Episode 6: You in the Red Shirt",2022-09-22,article,News,Podcasts,"['Police Brutality, Misconduct and Shootings', 'Courts and the Judiciary', 'Criminal Justice']",234
"Season Three, Episode 7: The Snowball Effect",2022-09-22,article,News,Podcasts,"['Criminal Justice', 'Courts and the Judiciary', 'Police Brutality, Misconduct and Shootings']",234
"Season Three, Episode 8: A Madman’s Vacation",2022-09-22,article,News,Podcasts,"['Criminal Justice', 'Podcasts', 'Courts and the Judiciary', 'Teenagers and Adolescence']",236
"Season Three, Episode 9: Some Time When Everything Has Changed",2022-09-22,article,News,Podcasts,"['Criminal Justice', 'Podcasts', 'Courts and the Judiciary']",234
A Record the Mets Would Rather Not Have,2022-09-22,article,News,Sports,"['Baseball', 'Sports Injuries', 'Records and Achievements']",776
2 Michael Jackson Impersonators Look Identical. The Resemblance Ends There.,2022-09-22,article,News,World,"['Impersonators and Impressionists (Entertainment)', 'Street Performers', 'Content Type: Personal Profile', 'Pop and Rock Music', 'Race and Ethnicity', 'Dancing', 'Income Inequality', 'internal-sub-only']",1780
"What’s Going On in This Graph? | Sept. 28, 2022",2022-09-22,article,News,The Learning Network,[],508
Architectural League Leader Is Stepping Down After 37 Years,2022-09-22,article,News,Arts,"['ARCHITECTURE', 'Appointments and Executive Changes']",284
‘The Greatest Beer Run Ever’ Review: Vietnam on the Rocks,2022-09-22,article,Review,Movies,['Movies'],593
Mississippi Welfare Scandal Spreads Well Beyond Brett Favre,2022-09-22,article,News,U.S.,"['Frauds and Swindling', 'Welfare (US)', 'Federal Aid (US)', 'Corruption (Institutional)', 'Colleges and Universities', 'Suits and Litigation (Civil)', 'Politics and Government']",1689
‘On the Come Up’ Review: Battle Rap’s Next Big Thing?,2022-09-22,article,Review,Movies,['Movies'],460
"Biden, Putin and the War of Words Over Ukraine",2022-09-22,article,Letter,Opinion,"['Russian Invasion of Ukraine (2022)', 'War and Armed Conflicts', 'Censorship', 'United States Politics and Government', 'Freedom of Speech and Expression', 'Books and Literature']",1188
"The Magnificent Poem Jars of David Drake, Center Stage at the Met",2022-09-22,article,Review,Arts,"['Art', 'Museums', 'Ceramics and Pottery', 'Black People', 'Blacks', 'Slavery (Historical)', 'Content Type: Personal Profile']",1303
What Explains the Alarming Democrat-on-Democrat Sabotage in North Carolina?,2022-09-22,article,Op-Ed,Opinion,"['internal-sub-only-nl', 'Midterm Elections (2022)']",2213
"‘Athena’ Review: Oh Brothers, Where Art Thou?",2022-09-22,article,Review,Movies,['Movies'],573
"As freed Ukrainian soldiers return, joy and relief ripple across the country.",2022-09-22,article,News,World,['Russian Invasion of Ukraine (2022)'],589
"World Bank Leader, Accused of Climate Denial, Offers a New Response",2022-09-22,article,News,Climate,"['Global Warming', 'Greenhouse Gas Emissions', 'Banking and Financial Institutions', 'Third World and Developing Countries', 'International Relations']",1599
"The Remarkable, Resilient Loren Connors",2022-09-22,article,News,Arts,"['Music', ""Parkinson's Disease"", 'Content Type: Personal Profile']",1323
Want to Be a Better Cook? Trust Your Senses.,2022-09-22,article,News,Food,"['Cooking and Cookbooks', 'Content Type: Service', 'Senses and Sensation', 'Desserts', 'Recipes']",698
What’s Driving the Protests in Iran?,2022-09-22,article,News,World,"['Demonstrations, Protests and Riots', ""Women's Rights"", 'Muslim Veiling', 'Deaths (Fatalities)']",1383
"For First Time in at Least 25 Years, No Democrat Has Top Grade From N.R.A.",2022-09-22,article,News,U.S.,"['United States Politics and Government', 'Midterm Elections (2022)', 'Gun Control']",589
These Artists Bring Pickles to the Party,2022-09-22,article,News,Arts,"['Art', 'Pickles and Relishes', 'Comedy and Humor']",1501
Contractor at Center of Navy Bribery Scandal Is Captured in Venezuela,2022-09-22,article,News,U.S.,"['Fugitives', 'Bribery and Kickbacks', 'Defense Contracts', 'Frauds and Swindling']",667
Water Problems in Syria Give Rise to Deadly Cholera Outbreak,2022-09-22,article,News,World,"['Water', 'War and Armed Conflicts', 'Humanitarian Aid', 'Food Contamination and Poisoning', 'Infrastructure (Public Works)']",648
Judge Temporarily Suspends Indiana Abortion Ban,2022-09-22,article,News,U.S.,"['Abortion', 'States (US)', 'Suits and Litigation (Civil)', 'Privacy', 'Decisions and Verdicts']",808
‘S-Town’,2022-09-22,article,News,Podcasts,[],104
Catholics Outnumber Protestants in Northern Ireland for the First Time,2022-09-22,article,News,World,"['Religion and Belief', 'Politics and Government', 'Protestant Churches', 'Census']",1101
Bill to Grant Afghan Evacuees a Path to Residency Hits Snags,2022-09-22,article,News,U.S.,"['Refugees and Displaced Persons', 'Afghanistan War (2001- )', 'Immigration and Emigration', 'Asylum, Right of', 'United States Politics and Government', 'United States International Relations', 'Law and Legislation']",1357
A Pesto for Every Pantry and Mood,2022-09-22,article,News,Food,"['Cooking and Cookbooks', 'Content Type: Service', 'Recipes']",506
S-Town: Chapter 1,2022-09-22,article,News,Podcasts,['Podcasts'],150
Can you get the flu shot and the new booster at the same time?,2022-09-22,article,News,Well,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Influenza', 'Content Type: Service']",268
"Herschel Walker’s Company Said It Donated Profits, but Evidence Is Scant",2022-09-22,article,News,U.S.,"['Elections, Senate', 'Philanthropy', 'Politics and Government', 'Midterm Elections (2022)', 'United States Politics and Government']",1453
Here’s what Jones has said about Sandy Hook.,2022-09-22,article,News,U.S.,"['Newtown, Conn, Shooting (2012)', 'Mass Shootings']",380
"‘A Lot of Panic’: Russian Men, Fearing Ukraine Draft, Seek Refuge Abroad",2022-09-22,article,News,World,"['Russian Invasion of Ukraine (2022)', 'Draft and Recruitment (Military)']",1243
S-Town: Chapter 2,2022-09-22,article,News,Podcasts,[],150
S-Town: Chapter 3,2022-09-22,article,News,Podcasts,[],150
S-Town: Chapter 4,2022-09-22,article,News,Podcasts,[],150
S-Town: Chapter 5,2022-09-22,article,News,Podcasts,[],150
S-Town: Chapter 6,2022-09-22,article,News,Podcasts,[],150
S-Town: Chapter 7,2022-09-22,article,News,Podcasts,[],150
‘My Imaginary Country’ Review: Chile in Revolt,2022-09-22,article,Review,Movies,"['Documentary Films and Programs', 'Politics and Government', 'Demonstrations, Protests and Riots']",722
The Tonga Volcano Shook the World. It May Also Affect the Climate.,2022-09-22,article,News,Climate,"['Volcanoes', 'Global Warming', 'Water', 'Research']",818
‘Sidney’ Review: A Lovingly Assembled Career Portrait,2022-09-22,article,Review,Movies,"['Documentary Films and Programs', 'Actors and Actresses', 'Content Type: Personal Profile', 'Movies']",433
Russian Men Flee the Country to Avoid Fighting in Ukraine,2022-09-22,multimedia,Video,World,['Russian Invasion of Ukraine (2022)'],0
"House Candidate Says He Served in Afghanistan, but Air Force Has No Record of It",2022-09-22,article,News,U.S.,"['United States Politics and Government', 'United States Defense and Military Forces', 'Midterm Elections (2022)', 'Veterans', 'Elections, House of Representatives', 'Afghanistan War (2001- )', 'Right-Wing Extremism and Alt-Right']",1013
"As Roger Federer Retires, Two Great Rivalries Come to an End",2022-09-22,article,News,Sports,"['Tennis', 'Australian Open (Tennis)', 'Wimbledon Tennis Tournament']",1373
What Students Are Saying About the Growing Fight Over What Young People Can Read,2022-09-22,article,News,The Learning Network,[],2829
How do I know if my symptoms are from Covid or the flu?,2022-09-22,article,News,Well,"['Content Type: Service', 'Coronavirus (2019-nCoV)', 'Influenza']",306
¡Basta de Apagones! The Rot in Puerto Rico Runs Deeper Than Its Disastrous Power Company.,2022-09-22,article,Op-Ed,Opinion,"['Hurricane Fiona (2022)', 'Politics and Government', 'Corruption (Institutional)', 'Power Failures and Blackouts']",1258
What You Need for a Roadside Emergency,2022-09-22,multimedia,Interactive Feature,Smarter Living,"['Content Type: Service', 'Tires', 'Automobiles']",0
How the Philadelphia Eagles Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the New England Patriots Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Arizona Cardinals Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Atlanta Falcons Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Dallas Cowboys Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Baltimore Ravens Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Cincinnati Bengals Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Chicago Bears Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
2022 N.F.L. Playoff Picture: Each Team’s Path to the Postseason,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Statistics']",0
How the Green Bay Packers Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Buffalo Bills Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Denver Broncos Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Carolina Panthers Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Cleveland Browns Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Indianapolis Colts Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Houston Texans Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Detroit Lions Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Los Angeles Rams Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Kansas City Chiefs Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Jacksonville Jaguars Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Las Vegas Raiders Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Miami Dolphins Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the New York Giants Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Minnesota Vikings Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the New Orleans Saints Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the San Francisco 49ers Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Seattle Seahawks Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Los Angeles Chargers Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Washington Commanders Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Pittsburgh Steelers Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Tennessee Titans Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the New York Jets Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
How the Tampa Bay Buccaneers Can Make the Playoffs: Through Week 3,2022-09-22,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",0
Popcast Live! The New Faces of 2022,2022-09-22,article,News,Arts,"['audio-neutral-informative', 'Pop and Rock Music', 'Rap and Hip-Hop', 'Two Thousand Twenty Two']",171
"‘Petrov’s Flu’ Review: Roaming a Grim, Rowdy Underworld",2022-09-22,article,Review,Movies,['Movies'],786
Corporate Charter for Renaissance Man Food Services,2022-09-22,multimedia,Interactive Feature,U.S.,"['Philanthropy', 'Midterm Elections (2022)']",0
Corporate Charter for H. Walker Enterprises,2022-09-22,multimedia,Interactive Feature,U.S.,"['Philanthropy', 'Midterm Elections (2022)']",0
How Much Watching Time Do You Have This Weekend?,2022-09-22,article,News,Arts,"['internal-sub-only-nl', 'Television']",376
"With a Sound Forged in War, Iannis Xenakis Embraced Chaos",2022-09-22,article,News,Arts,"['Classical Music', 'Content Type: Personal Profile']",1325
‘The American Dream and Other Fairy Tales’ Review: A Spotlight on Income Inequality,2022-09-22,article,Review,Movies,['Documentary Films and Programs'],354
Nazi Sympathizer Is Sentenced to 4 Years Over Role in Jan. 6 Attack,2022-09-22,article,News,U.S.,"['Anti-Semitism', 'Storming of the US Capitol (Jan, 2021)', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government']",874
New York Drill Rappers Say They Were Removed From Rolling Loud Festival,2022-09-22,article,News,Arts,"['Rap and Hip-Hop', 'Festivals', 'Crime and Criminals']",775
Blackpink and the Limits of K-Pop Maximalism,2022-09-22,article,News,Arts,['K-Pop'],983
Departures Narrow Democrats’ Path to Hold the House,2022-09-22,article,News,U.S.,"['United States Politics and Government', 'Midterm Elections (2022)']",1379
"Maarten Schmidt, First Astronomer to Identify a Quasar, Dies at 92",2022-09-22,article,Obituary (Obit),Science,"['Deaths (Obituaries)', 'Space and Astronomy', 'Quasars']",1058
Pressing World Cup Question for U.S.: Who’ll Score the Goals?,2022-09-22,article,News,Sports,"['Soccer', 'World Cup 2022 (Soccer)', 'Coaches and Managers']",1298
12 New Books We Recommend This Week,2022-09-22,article,News,Books,['Books and Literature'],793
Pandemic Unemployment Fraud Estimate Rises to $45.6 Billion,2022-09-22,article,News,Business Day,"['Coronavirus (2019-nCoV)', 'Inspectors General', 'Frauds and Swindling', 'Unemployment Insurance']",325
‘A Jazzman’s Blues’ Review: Tyler Perry Revisits a Jim Crow-Era Romance,2022-09-22,article,Review,Movies,['Movies'],503
Does the world want to stop smoking?,2022-09-22,multimedia,Video,T Brand,[],0
Your Friday Briefing: Men Flee Russian Conscription,2022-09-22,article,briefing,Briefing,"['Elections', 'Politics and Government', 'United States Defense and Military Forces', 'Regulation and Deregulation of Industry', 'Rumors and Misinformation', 'United States International Relations', 'Currency', 'Surveillance of Citizens by Government', 'Refugees and Displaced Persons', 'Interest Rates', 'Russian Invasion of Ukraine (2022)']",1267
"Central Banks Accept Pain Now, Fearing Worse Later",2022-09-22,article,News,Business Day,"['Banking and Financial Institutions', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Interest Rates', 'Economic Conditions and Trends', 'United States Economy', 'Recession and Depression', 'Russian Invasion of Ukraine (2022)', 'International Trade and World Market', 'Supply Chain']",1254
Boeing Reaches $200 Million Settlement With Regulators Over Its 737 Max,2022-09-22,article,News,Business Day,"['AIRLINES AND AIRPLANES', 'Corporate Social Responsibility', 'Aviation Accidents, Safety and Disasters', 'Compensation for Damages (Law)', 'Regulation and Deregulation of Industry', 'Securities and Commodities Violations', 'Boeing 737 Max Groundings and Safety Concerns (2019)', 'Deaths (Fatalities)']",648
Russian Men Receive Draft Papers,2022-09-22,multimedia,Video,World,"['Draft and Recruitment (Military)', 'Russian Invasion of Ukraine (2022)']",0
U.S. to Drop Charges Against Judge Accused of Helping Immigrant Escape ICE,2022-09-22,article,News,U.S.,"['Courts and the Judiciary', 'Illegal Immigration', 'Federal-State Relations (US)']",909
"Weekly Health Quiz: Broken Hearts, Anxiety and Exercise",2022-09-22,multimedia,Interactive Feature,Well,"['Drugs (Pharmaceuticals)', ""Legionnaires' Disease"", 'Anxiety and Stress', 'Nursing Homes', 'Bacteria', 'Walking', 'Immune System', 'Dietary Supplements and Herbal Remedies']",0
Want to Watch the Yankees on Friday? There’s an App for That.,2022-09-22,article,News,Sports,['Baseball'],412
